institution_id,district_tr,institution_name,institution_type,address,icu,n#_beds,ambulance,neighborhood_tr,latitude,longitude,district_eng,private_or_public,related_to_htourism,institution_type_eng,institution_type_abbrv_tr,institution_type_abbrv_eng,care_type
3649,Fatih,Fatih 3 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Aynali Bakkal Sk. No:2 MEVLANAKAPI/FATİH,No,3.0,Yes,Mevlanakapi,41.01053200000007,28.925458000000052,Fatih,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3650,Fatih,Fatih 4 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Mahkemealti Cad. AYVANSARAY/FATİH,No,3.0,Yes,Ayvansaray,41.03642300000007,28.94530800000007,Fatih,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3651,Fatih,Fatih 6 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Koca Mustafapaşa Cad. No:53P CERRAHPAŞA/FATİH,No,3.0,Yes,Cerrahpaşa,41.005650418000066,28.94071811200007,Fatih,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3652,Fatih,Fatih 8 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Turgut Özal Millet Cad. No:118R TOPKAPI/FATİH,No,3.0,Yes,Topkapi,41.01698100000005,28.934392000000056,Fatih,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3653,Gaziosmanpaşa,Gaziosmanpaşa 6 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,322. Sk. No:4 HÜRRİYET/GAZİOSMANPAŞA,No,3.0,Yes,Hürriyet,41.082258717000066,28.882565956000064,Gaziosmanpasa,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3654,Gaziosmanpaşa,Gaziosmanpaşa 7 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Menderes Cad. No:20 KARADENİZ/GAZİOSMANPAŞA,No,3.0,Yes,Karadeniz,41.07368400000007,28.902425000000054,Gaziosmanpasa,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3655,Güngören,Güngören 3 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Fatih Cad. No:15 MEHMET NESİH ÖZMEN/GÜNGÖREN,No,3.0,Yes,Mehmet Nesih Özmen,41.01497087400003,28.882891114000074,Gungoren,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3656,Güngören,Güngören 5 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Fatih Cad. No:15 MEHMET NESİH ÖZMEN/GÜNGÖREN,No,3.0,Yes,Mehmet Nesih Özmen,41.015001625000025,28.882892954000052,Gungoren,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3657,Güngören,Güngören 4 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Soğanli Cad. No:96 MERKEZ/GÜNGÖREN,No,3.0,Yes,Merkez,41.02429400000005,28.879035000000048,Gungoren,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3658,Kadıköy,Kadiköy 2-4 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Fenerbahçe Orduevi İç Yolu FENERBAHÇE/KADIKÖY,No,3.0,Yes,Fenerbahçe,40.97014100000007,29.044139000000033,Kadikoy,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3659,Kadıköy,Kadiköy 5 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Ressam Salih Erimez Cad. MERDİVENKÖY/KADIKÖY,No,3.0,Yes,Merdivenköy,40.98535314500003,29.06558491200008,Kadikoy,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3660,Kadıköy,Kadiköy 6 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Ressam Salih Erimez Cad. MERDİVENKÖY/KADIKÖY,No,3.0,Yes,Merdivenköy,40.98549811300006,29.065834385000077,Kadikoy,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3661,Kadıköy,Kadiköy 7-9 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Bayar Cad. 19 MAYIS/KADIKÖY,No,3.0,Yes,19 Mayis,40.975165167000064,29.088435369000024,Kadikoy,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3662,Kağıthane,Kağithane 3 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Abdi İpekçi Cad. No:9 HARMANTEPE/KAÐITHANE,No,0.0,Yes,Harmantepe,41.08016325400007,28.991048060000026,Kagithane,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3663,Kağıthane,Kağithane 4 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Karaman Sk. No:6 HAMİDİYE/KAÐITHANE,No,0.0,Yes,Hamidiye,41.09472024600007,28.97004723900005,Kagithane,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3664,Kağıthane,Kağithane 5 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Kaptan Sk. No:3 ÇELİKTEPE/KAÐITHANE,No,0.0,Yes,Çeliktepe,41.08344922700008,29.00282908800005,Kagithane,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3665,Kartal,Kartal 1 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Mustafa Kemal Cad. No:15B CEVİZLİ/KARTAL,No,3.0,Yes,Cevizli,40.913191042000044,29.17480439600007,Kartal,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3666,Kartal,Kartal 4-7 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Hakan Sk. No:6 ESENTEPE/KARTAL,No,3.0,Yes,Esentepe,40.903628754000074,29.18588900800006,Kartal,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3667,Küçükçekmece,Küçükçekmece 5 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Turgut Özal Bulvari No:11/2 İSTASYON/KÜÇÜKÇEKMECE,No,3.0,Yes,İstasyon,41.03366660700004,28.77753426400005,Kucukcekmece,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3668,Küçükçekmece,Küçükçekmece 6 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,İnönü Cad. No:76/2 YENİ MAHALLE/KÜÇÜKÇEKMECE,No,3.0,Yes,Yeni Mahalle,41.02171442100007,28.79051197900003,Kucukcekmece,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3669,Küçükçekmece,Küçükçekmece 9 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,İnönü Cad. No:76/2 YENİ MAHALLE/KÜÇÜKÇEKMECE,No,3.0,Yes,Yeni Mahalle,40.99721534900005,28.77682583400008,Kucukcekmece,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3670,Küçükçekmece,Küçükçekmece 7 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Turgut Özal Bulvari No:46 ATAKENT/KÜÇÜKÇEKMECE,No,3.0,Yes,Atakent,41.05524139000005,28.759573008000075,Kucukcekmece,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3671,Maltepe,Maltepe 2 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Maltepe-Başibüyük Yolu No:9 BAŞIBÜYÜK/MALTEPE,No,3.0,Yes,Başibüyük,40.95060331600007,29.14052970000006,Maltepe,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3672,Maltepe,Maltepe 5 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Süreyyapaşa Hastanesi Yolu No: BAŞIBÜYÜK/MALTEPE,No,3.0,Yes,Başibüyük,40.95059523100008,29.141043265000068,Maltepe,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3673,Pendik,Pendik 3 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Palamut Sk. No:70 ESENYALI/PENDİK,No,3.0,Yes,Esenyali,40.864092378000066,29.298316129000053,Pendik,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3674,Pendik,Pendik 4 Nolu Acil Sağlik Hizmetleri İstasyonu,Acil Yardim İstasyonu,Hastane Cad. No:1 KAYNARCA/PENDİK,No,3.0,Yes,Kaynarca,40.87351597100008,29.253266329000038,Pendik,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3675,Pendik,Pendik 5 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Nevbahar Sk. No:4 DOÐU/PENDİK,No,3.0,Yes,Doğu,40.88280229500003,29.244481440000072,Pendik,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3676,Pendik,Pendik 6-9 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Muhsin Yazicioğlu Cad. No:10 FEVZİ ÇAKMAK/PENDİK,No,3.0,Yes,Fevzi Çakmak,40.886337102000034,29.262677561000032,Pendik,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3677,Sarıyer,Sariyer 1 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Şehit Mithat Yilmaz Cad. No:87 MERKEZ/SARIYER,No,3.0,Yes,Sariyer Merkez,41.17082006300007,29.05356078800003,Sariyer,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3678,Sarıyer,Sariyer 6 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,İTÜ Ayazağa Kampüsü Yolu REŞİTPAŞA/SARIYER,No,3.0,Yes,Reşitpaşa,41.10565847000004,29.025737360000054,Sariyer,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3679,Sarıyer,Sariyer 2 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,İTÜ Ayazağa Kampüsü Yolu REŞİTPAŞA/SARIYER,No,3.0,Yes,Reşitpaşa,41.10558042200007,29.02574859300006,Sariyer,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3680,Sarıyer,Sariyer 5 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Boğaziçi Kampüsü Yolu GÜMÜŞDERE/SARIYER,No,3.0,Yes,Gümüşdere,41.242330236000036,29.013108980000034,Sariyer,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3681,Silivri,Silivri 4 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,General Ali İhsan Türkkan Cad. No:15 YENİ/SİLİVRİ,No,3.0,Yes,Yeni,41.076111930000025,28.25587154300007,Silivri,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3682,Sultanbeyli,Sultanbeyli 1 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Kerim Sk. No:12 HASANPAŞA/SULTANBEYLİ,No,3.0,Yes,Hasanpaşa,40.96890682200007,29.25013305600004,Sultanbeyli,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3683,Sultangazi,Sultangazi 1 Nolu Acil Sağlik Hizmetleri İstasyonu,Acil Yardim İstasyonu,307. Sk. No:28 MALKOÇOÐLU/SULTANGAZİ,No,3.0,Yes,Malkoçoğlu,41.11472414000008,28.847849719000074,Sultangazi,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3684,Sultangazi,Sultangazi 2 Nolu Acil Sağlik Hizmetleri İstasyonu,Acil Yardim İstasyonu,Atatürk Bulvari No:56A UÐUR MUMCU/SULTANGAZİ,No,3.0,Yes,Uğur Mumcu,41.107851630000035,28.87621712200007,Sultangazi,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3685,Şişli,Şişli 2 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Darülaceze Cad. No: KAPTANPAŞA/ŞİŞLİ,No,3.0,Yes,Kaptanpaşa,41.06476903300006,28.97437712700002,Sisli,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3686,Şişli,Şişli 6-7 Nolu Acil Sağlik Hizmetleri İstasyonu,Acil Yardim İstasyonu,Büyükdere Cad. No:100 ESENTEPE/ŞİŞLİ,No,3.0,Yes,Esentepe,41.06798750900003,29.008819440000025,Sisli,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3687,Üsküdar,Üsküdar 7 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Burhan Felek Cad. No:20 SELİMİYE/ÜSKÜDAR,No,3.0,Yes,Selimiye,41.00158848500007,29.018374831000074,Uskudar,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3688,Zeytinburnu,Zeytinburnu 1 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Hifzissiha Enstitü Yolu KAZLIÇEŞME/ZEYTİNBURNU,No,0.0,Yes,Kazliçeşme,41.00146876400004,28.916494241000066,Zeytinburnu,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3689,Zeytinburnu,Zeytinburnu 2 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Hifzissiha Enstitü Yolu KAZLIÇEŞME/ZEYTİNBURNU,No,0.0,Yes,Kazliçeşme,41.00144800800007,28.916586293000027,Zeytinburnu,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3690,Bağcılar,Özel Bağcilar Rentek Diyaliz Merkezi,Diyaliz Merkezi,140. Sk. No:1-3 HÜRRİYET/BAÐCILAR,,25.0,,Hürriyet,41.02367504400007,28.83625827900005,Bagcilar,Private,No,Dialysis Center,Diyaliz M.,Dialysis C.,specialized
3691,Büyükçekmece,Özel Koç Diyaliz Büyükçekmece,Diyaliz Merkezi,E5 Londra Asfalti Cad. No:216B EKİNOBA/BÜYÜKÇEKMECE,,35.0,,Ekinoba,41.011969340000064,28.538464024000067,Buyukcekmece,Private,No,Dialysis Center,Diyaliz M.,Dialysis C.,specialized
3692,Esenyurt,Özel Esenyurt Diyaliz Merkezi,Diyaliz Merkezi,Ondokuz Mayis Bulvari No:1 FATİH/ESENYURT,,26.0,,Fatih,41.031109134000076,28.67356162500005,Esenyurt,Private,No,Dialysis Center,Diyaliz M.,Dialysis C.,specialized
3693,Maltepe,Özel Küçükyali Diyaliz Merkezi,Diyaliz Merkezi,Dörtel Çikmazi No:139 GİRNE/MALTEPE,,30.0,,Girne,40.943418543000064,29.13128964200007,Maltepe,Private,No,Dialysis Center,Diyaliz M.,Dialysis C.,specialized
3694,Ataşehir,SBÜ Fatih Sultan Mehmet Eğitim ve Araştirma Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,Üsküdar-İçerenköy Yolu Cad. No:1/6 İÇERENKÖY/ATAŞEHİR,Yes,14.0,Yes,İçerenköy,40.96986249900005,29.10402245200004,Atasehir,Public,No,Dialysis Center,Diyaliz M.,Dialysis C.,specialized
3695,Bakırköy,Bakirköy Dr. Sadi Konuk Eğitim ve Araştirma Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,Dr. Tevfik Sağlam Cad. No:10/4A ZUHURATBABA/BAKIRKÖY,Yes,17.0,Yes,Zuhuratbaba,40.99328703100008,28.865227976000032,Bakirkoy,Public,No,Dialysis Center,Diyaliz M.,Dialysis C.,specialized
3696,Küçükçekmece,İstanbul SBÜ Kanuni Sultan Süleyman Eğitim ve Araştirma Hastanesi Çocuk Periton Diyaliz Merkezi,Diyaliz Merkezi,Turgut Özal Bulvari No:46 ATAKENT/KÜÇÜKÇEKMECE,Yes,,Yes,Atakent,41.054125793000026,28.759955896000065,Kucukcekmece,Public,No,Dialysis Center,Diyaliz M.,Dialysis C.,specialized
3697,Bağcılar,SBÜ Bağcilar Eğitim ve Araştirma Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,Dr. Sadik Ahmet Sk. No:5 MERKEZ/BAÐCILAR,Yes,14.0,Yes,Merkez,41.03031161500007,28.87056302900004,Bagcilar,Public,No,Dialysis Center,Diyaliz M.,Dialysis C.,specialized
3698,Beykoz,Beykoz Devlet Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,Saip Molla Cad. No:26 İNCİRKÖY/BEYKOZ,Yes,10.0,Yes,İncirköy,41.117867029000074,29.097976983000027,Beykoz,Public,No,Dialysis Center,Diyaliz M.,Dialysis C.,specialized
3699,Esenyurt,Esenyurt Devlet Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,Ondokuz Mayis Bulvari No:59 FATİH/ESENYURT,Yes,6.0,Yes,Fatih,41.02850118400005,28.66834613100008,Esenyurt,Public,No,Dialysis Center,Diyaliz M.,Dialysis C.,specialized
3700,Fatih,İstanbul Haseki Eğitim ve Araştirma Hastanesi Hemodiyaliz Ünitesi ve Periton Diyaliz Merkezi,Diyaliz Merkezi,Turgut Özal Millet Cad. No:23/1 HASEKİ SULTAN/FATİH,Yes,10.0,Yes,Haseki Sultan,41.01026163700004,28.94320401700003,Fatih,Public,No,Dialysis Center,Diyaliz M.,Dialysis C.,specialized
3701,Fatih,İstanbul Eğitim ve Araştirma Hastanesi Diyaliz ve Periton Merkezi,Diyaliz Merkezi,Org. Abdurrahman Nâfiz Gürman Cad. No:22/1 CERRAHPAŞA/FATİH,Yes,25.0,Yes,Cerrahpaşa,41.00284862000007,28.93706107700007,Fatih,Public,No,Dialysis Center,Diyaliz M.,Dialysis C.,specialized
3702,Pendik,Marmara Üniversitesi Pendik EAH Hemodiyaliz ve Periton Diyaliz Merkezi,Diyaliz Merkezi,Muhsin Yazicioğlu Cad. No:10 FEVZİ ÇAKMAK/PENDİK,Yes,15.0,Yes,Fevzi Çakmak,40.88616910800005,29.262673147000047,Pendik,Public,No,Dialysis Center,Diyaliz M.,Dialysis C.,specialized
3703,Üsküdar,Haydarpaşa Numune Eğitim ve Araştirma Hastanesi Periton ve Hemodiyaliz Merkezi,Diyaliz Merkezi,Haydarpaşa Numune Hastanesi Köprülü Kavşaği No: SELİMİYE/ÜSKÜDAR,Yes,20.0,Yes,Selimiye,41.004756026000045,29.02359481600007,Uskudar,Public,No,Dialysis Center,Diyaliz M.,Dialysis C.,specialized
3704,Şişli,Şişli Hamidye Etfal Eğitim ve Araştirma Hastanesi Periton Merkezi,Diyaliz Merkezi,Halaskargazi Cad Etfal Sk. No: 19 MAYIS/ŞİŞLİ,Yes,20.0,Yes,19 Mayis,41.05791548100007,28.990751374000073,Sisli,Public,No,Dialysis Center,Diyaliz M.,Dialysis C.,specialized
3705,Silivri,Silivri Devlet Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,Nedim Beyazgül Sk. No:4 YENİ/SİLİVRİ,Yes,9.0,Yes,Yeni,41.078147027000064,28.24988683700008,Silivri,Public,No,Dialysis Center,Diyaliz M.,Dialysis C.,specialized
3706,Bahçelievler,Bahçelievler Devlet Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,Ordu Cad. No:1-7 KOCASİNAN MERKEZ/BAHÇELİEVLER,Yes,5.0,Yes,Kocasinan Merkez,41.00646976500008,28.844483355000076,Bahcelievler,Public,No,Dialysis Center,Diyaliz M.,Dialysis C.,specialized
3707,Fatih,İstanbul Üniversitesi-Cerrahpaşa Tip Fakültesi Hemodiyaliz ve Çocuk Periton Diyaliz Merkezi,Diyaliz Merkezi,Koca Mustafapaşa Cad. No:53I CERRAHPAŞA/FATİH,Yes,8.0,Yes,Cerrahpaşa,41.00611469600005,28.94191079800004,Fatih,Public,No,Dialysis Center,Diyaliz M.,Dialysis C.,specialized
3708,Fatih,İstanbul Üniversitesi-Cerrahpaşa Tip Fakültesi Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,İÜ Cerrahpaşa Tip Fakültesi Yolu No: CERRAHPAŞA/FATİH,Yes,9.0,Yes,Cerrahpaşa,41.00523519400008,28.942155259000057,Fatih,Public,No,Dialysis Center,Diyaliz M.,Dialysis C.,specialized
3709,Fatih,İstanbul Üniversitesi Tip Fakültesi Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,Turgut Özal Millet Cad. No:118S TOPKAPI/FATİH,Yes,14.0,Yes,Topkapi,41.01738079900008,28.93396328700004,Fatih,Public,No,Dialysis Center,Diyaliz M.,Dialysis C.,specialized
3710,Fatih,Bezmialem Vakif Üniversitesi Tip Fakültesi Hastanesi Hemodiyaliz ve Periton Diyaliz Merkezi,Diyaliz Merkezi,Adnan Menderes Vatan Bulvari No: TOPKAPI/FATİH,Yes,10.0,Yes,Topkapi,41.01914446300003,28.93482090400005,Fatih,Public,No,Dialysis Center,Diyaliz M.,Dialysis C.,specialized
3711,Ümraniye,Özel NPİstanbul Beyin Hastanesi,Hastane,Saray Mah. Ahmet Tevfik İleri Cad. No:18 Ümraniye,Yes,,Yes,Saray,41.02905779200007,29.11413456300005,Umraniye,Private,No,Hospital,Hastane,Hospital,hospital level
3712,Zeytinburnu,S.B.Ü. Haseki Eğitim ve Araştirma Hastanesi Genetik Hastaliklari Tani Merkezi,Hastane,Maltepe Mh. General Ali Riza Gürcan Cad. Eski Çirpici Çikmaz Sk. Merter İş Merkezi No:7 Merter Zeytinburnu,,,,Maltepe,41.00984253900003,28.899141624000038,Zeytinburnu,Public,No,Hospital,Hastane,Hospital,hospital level
3713,Maltepe,Maltepe Huzurevi,Huzurevi,E5 Karayolu 70 Evler Maltepe,,,,Bağlarbaşi,40.92778590200004,29.145633365000037,Maltepe,Public,No,Elderly Care Facility,Huzurevi,Elderly Care Fac.,not specified
3714,Kadıköy,Acibadem 2 Huzurevi,Huzurevi,Muhittin Üstündağ Cad. No:79 Acibadem/Kadiköy,,,,Koşuyolu,41.008143749000055,29.038950959000033,Kadikoy,Public,No,Elderly Care Facility,Huzurevi,Elderly Care Fac.,not specified
3715,Bağcılar,Bağcilar Huzurevi,Huzurevi,Sancaktepe Mah. 2. Sk. No:15 Bağcilar,,,,Sancaktepe,41.03640826000003,28.85616216400007,Bagcilar,Public,No,Elderly Care Facility,Huzurevi,Elderly Care Fac.,not specified
3716,Maltepe,Acibadem 1 Huzurevi,Huzurevi,Feyzullah Mah. Mimar Sinan Cad. No:7 Maltepe,,,,Feyzullah,40.92451593900006,29.128533300000072,Maltepe,Public,No,Elderly Care Facility,Huzurevi,Elderly Care Fac.,not specified
3717,Ataşehir,İkinci Bahar Huzurevi,Huzurevi,İnönü Mah. Alpkaya Cad. No:109 Kayişdaği,,,,İnönü,40.97734668700008,29.137152942000057,Atasehir,Public,No,Elderly Care Facility,Huzurevi,Elderly Care Fac.,not specified
3718,Zeytinburnu,Zeytinburnu Huzurevi,Huzurevi,Hükümet Konaği yani Zeytinburnu,,,,Beştelsiz,40.99578686400002,28.90374562200003,Zeytinburnu,Public,No,Elderly Care Facility,Huzurevi,Elderly Care Fac.,not specified
3719,Üsküdar,İstanbul Huzur Has.ve Dinlenme Evleri Vakfi Huzurevi,Huzurevi,Tophanelioğlu Cad. No:13-15 Altunizade,,,,Altunizade,41.01914027300006,29.045155636000057,Uskudar,Public,No,Elderly Care Facility,Huzurevi,Elderly Care Fac.,not specified
3720,Ataşehir,PTT Huzurevi,Huzurevi,Bostanci PTT Sanatoryumu,,,,İçerenköy,40.97059503500003,29.10307338400003,Atasehir,Public,No,Elderly Care Facility,Huzurevi,Elderly Care Fac.,not specified
3721,Bakırköy,Florya Huzurevi,Huzurevi,Havacilar Sitesi Atayurt Cad. No:61-63 Florya,,,,Basinköy,40.98151646400004,28.778874657000074,Bakirkoy,Public,No,Elderly Care Facility,Huzurevi,Elderly Care Fac.,not specified
3722,Maltepe,Tonton Huzurevi,Huzurevi,Karayollari Cad. Panorama Sk. No:5 Küçükyali Maltepe,,,,İdealtepe,40.943062585000064,29.118537468000053,Maltepe,Public,No,Elderly Care Facility,Huzurevi,Elderly Care Fac.,not specified
3723,Ataşehir,Büyükşehir Belediyesi Darulaceze,Huzurevi,Kayişdaği Cad. No:65 K. Bakkalköy,,,,Kayişdaği,40.97911648100006,29.14851624900007,Atasehir,Public,No,Elderly Care Facility,Huzurevi,Elderly Care Fac.,not specified
3724,Bahçelievler,Dilek Huzurevi,Huzurevi,Merkez Mah. Muşlu Sk. No:24Yenibosna Bahçelievler,,,,Yenibosna Merkez,41.01434530300003,28.82431660800006,Bahcelievler,Public,No,Elderly Care Facility,Huzurevi,Elderly Care Fac.,not specified
3725,Pendik,Mimoza Huzurevi,Huzurevi,Yeni Mah.  Abdülhalik Renda Cad. No:22 Pendik,,,,Yeni,40.88100965600006,29.230885264000047,Pendik,Public,No,Elderly Care Facility,Huzurevi,Elderly Care Fac.,not specified
3726,Kartal,Kizilay Zeynep Nedim Ovyar Huzurevi,Huzurevi,Gümüşpinar Cad. Atatürk Çiçeği Sk. Yakacik,,,,Gümüşpinar,40.92219425200005,29.212054789000035,Kartal,Public,No,Elderly Care Facility,Huzurevi,Elderly Care Fac.,not specified
3727,Üsküdar,Çamlica Huzurevi,Huzurevi,Kisikli Mah. Ferah Cad. Yenişen Sk. No:6 Üsküdar,,,,Kisikli,41.02340659400005,29.071261691000075,Uskudar,Public,No,Elderly Care Facility,Huzurevi,Elderly Care Fac.,not specified
3728,Üsküdar,Uluçinar Huzurevi,Huzurevi,Erguvan Sk. Ata-2 sitesi içi No:69 Çengelköy,,,,Güzeltepe,41.04906403500007,29.076221438000058,Uskudar,Public,No,Elderly Care Facility,Huzurevi,Elderly Care Fac.,not specified
3729,Beyoğlu,Neve Şalom Musevi Sinagogu Vakfi Barin Yurt Huzurevi,Huzurevi,Dibek Sk. No:22 Tophane Beyoğlu,,,,Hacimimi,41.02703042400003,28.97601378400003,Beyoglu,Public,No,Elderly Care Facility,Huzurevi,Elderly Care Fac.,not specified
3730,Kadıköy,Koşuyolu Huzurevi,Huzurevi,Koşuyolu Cad. Katip Salih Sk. No:33 Kadiköy,,,,Koşuyolu,41.01118400000007,29.039730000000077,Kadikoy,Public,No,Elderly Care Facility,Huzurevi,Elderly Care Fac.,not specified
3731,Kartal,Aşiyan Huzurevi,Huzurevi,Çavuşoğlu Mah. Samanyolu Sk. No:30 Kartal,,,,Çavuşoğlu,40.88798231700008,29.199653569000077,Kartal,Public,No,Elderly Care Facility,Huzurevi,Elderly Care Fac.,not specified
3732,Bahçelievler,Bahçelievler Huzurevi,Huzurevi,Eski Londra Asfalti Bahçelievler Kampüsü,,,,Bahçelievler,40.99778494800007,28.857444215000047,Bahcelievler,Public,No,Elderly Care Facility,Huzurevi,Elderly Care Fac.,not specified
